Var_ID,Variant,Ref_Modal,Variant_Slug,Var_Location,Price,Modal_ID,Ref_Brand,Engine,Cylinders,Drive_Type,Fuel_Tank,Fuel_Economy,Fuel_Type,Horsepower,Torque,Transmission,Seating_Capacity,Acceleration,Battery_Size,Battery_Range,Motor,Top_Speed,Featured_Image,Gallery,Status,Created_At
1320,"2.5 S",Altima,2-5-s,KSA,"1,11,470",1320,264,2.5,4,"Front Wheel Drive",61.3,6.3,Petrol,188,244,CVT,"5 Seater",8,,,,220,Nissan-Altima-2024-2.5-S,Nissan-Altima-2024-2.5-S,Publish,"0000-00-00 00:00:00"
1321,"2.5 Sport",Altima,2-5-sport,KSA,"1,19,492",1321,264,2.5,4,"Front Wheel Drive",61.3,6.3,Petrol,188,244,CVT,"5 Seater",8,,,,220,Nissan-Altima-2024-2.5-Sport,Nissan-Altima-2024-2.5-Sport,Publish,"0000-00-00 00:00:00"
1322,"3-Seater Automatic (5-Door)",Urvan,3-seater-automatic-5-door,KSA,DISCONTINUED,1322,264,2.5,4,"Rear Wheel Drive",65,12.5,Petrol,147,213,Automatic,"3 Seater",15,,,,170,Nissan-Urvan-2024-3-Seater-Automatic-5-Door,Nissan-Urvan-2024-3-Seater-Automatic-5-Door,Publish,"0000-00-00 00:00:00"
1323,"3-Seater Automatic (4-Door)",Urvan,3-seater-automatic-4-door,KSA,DISCONTINUED,1323,264,2.5,4,"Rear Wheel Drive",65,12.5,Petrol,147,213,Automatic,"3 Seater",15,,,,170,Nissan-Urvan-2024-3-Seater-Automatic-4-Door,Nissan-Urvan-2024-3-Seater-Automatic-4-Door,Publish,"0000-00-00 00:00:00"
1324,"6-Seater Automatic (5-Door)",Urvan,6-seater-automatic-5-door,KSA,DISCONTINUED,1324,264,2.5,4,"Rear Wheel Drive",65,12.5,Petrol,147,213,Automatic,"6 Seater",15,,,,170,Nissan-Urvan-2024-6-Seater-Automatic-5-Door,Nissan-Urvan-2024-6-Seater-Automatic-5-Door,Publish,"0000-00-00 00:00:00"
1325,"3-Seater Manual (5-Door)",Urvan,3-seater-manual-5-door,KSA,DISCONTINUED,1325,264,2.5,4,"Rear Wheel Drive",65,12,Petrol,147,213,Manual,"3 Seater",16,,,,170,Nissan-Urvan-2024-3-Seater-Manual-5-Door,Nissan-Urvan-2024-3-Seater-Manual-5-Door,Publish,"0000-00-00 00:00:00"
1326,"3-Seater Manual (4-Door)",Urvan,3-seater-manual-4-door,KSA,DISCONTINUED,1326,264,2.5,4,"Rear Wheel Drive",65,12,Petrol,147,213,Manual,"3 Seater",16,,,,170,Nissan-Urvan-2024-3-Seater-Manual-4-Door,Nissan-Urvan-2024-3-Seater-Manual-4-Door,Publish,"0000-00-00 00:00:00"
1327,"6-Seater Manual (5-Door)",Urvan,6-seater-manual-5-door,KSA,DISCONTINUED,1327,264,2.5,4,"Rear Wheel Drive",65,12,Petrol,147,213,Manual,"6 Seater",16,,,,170,Nissan-Urvan-2024-6-Seater-Manual-5-Door,Nissan-Urvan-2024-6-Seater-Manual-5-Door,Publish,"0000-00-00 00:00:00"
1328,"2.5 SV",Altima,2-5-sv,KSA,"1,23,385",1328,264,2.5,4,"Front Wheel Drive",61.3,6.3,Petrol,188,244,CVT,"5 Seater",8,,,,220,Nissan-Altima-2024-2.5-SV,Nissan-Altima-2024-2.5-SV,Publish,"0000-00-00 00:00:00"
1329,"6-Seater Manual",Urvan,6-seater-manual,KSA,DISCONTINUED,1329,264,2.5,4,"Rear Wheel Drive",65,12,Petrol,147,213,Manual,"6 Seater",16,,,,170,Nissan-Urvan-2024-6-Seater-Manual,Nissan-Urvan-2024-6-Seater-Manual,Publish,"0000-00-00 00:00:00"
1330,"14-Seater Manual (4-Door)",Urvan,14-seater-manual-4-door,KSA,DISCONTINUED,1330,264,2.5,4,"Rear Wheel Drive",65,,Petrol,147,213,Manual,"14 Seater",17,,,,,Nissan-Urvan-2024-14-Seater-Manual-4-Door,Nissan-Urvan-2024-14-Seater-Manual-4-Door,Publish,"0000-00-00 00:00:00"
1331,"MICROBUS 4 DOORS, 13 SEATER M/T, HIGH ROOF",Urvan,microbus-4-doors-13-seater-m-t-high-roof,KSA,DISCONTINUED,1331,264,2.5,4,"Rear Wheel Drive",65,,Petrol,147,213,Manual,"14 Seater",17,,,,150,"Nissan-Urvan-2024-MICROBUS-4-DOORS,-13-SEATER-M-T,-HIGH-ROOF","Nissan-Urvan-2024-MICROBUS-4-DOORS,-13-SEATER-M-T,-HIGH-ROOF",Publish,"0000-00-00 00:00:00"
1332,"MICROBUS 4 DOORS, 13 SEATER A/T, HIGH ROOF",Urvan,microbus-4-doors-13-seater-a-t-high-roof,KSA,DISCONTINUED,1332,264,2.5,4,"Rear Wheel Drive",65,,Petrol,147,213,Automatic,"14 Seater",17.5,,,,150,"Nissan-Urvan-2024-MICROBUS-4-DOORS,-13-SEATER-A-T,-HIGH-ROOF","Nissan-Urvan-2024-MICROBUS-4-DOORS,-13-SEATER-A-T,-HIGH-ROOF",Publish,"0000-00-00 00:00:00"
1333,"3.5L S 4WD",Pathfinder,3-5l-s-4wd,KSA,"1,81,089",1333,264,3.5,6,"All Wheel Drive",74,10.6,Petrol,271,340,Automatic,"7 Seater",8,,,,190,Nissan-Pathfinder-2024-3.5L-S-4WD,Nissan-Pathfinder-2024-3.5L-S-4WD,Publish,"0000-00-00 00:00:00"
1334,"3.5L S 2WD",Pathfinder,3-5l-s-2wd,KSA,"1,66,099",1334,264,3.5,6,"Front Wheel Drive",74,10.6,Petrol,271,340,Automatic,"7 Seater",8,,,,190,Nissan-Pathfinder-2024-3.5L-S-2WD,Nissan-Pathfinder-2024-3.5L-S-2WD,Publish,"0000-00-00 00:00:00"
1335,"3.5L SV 2WD",Pathfinder,3-5l-sv-2wd,KSA,"1,92,297",1335,264,3.5,6,"Front Wheel Drive",74,10.6,Petrol,271,340,Automatic,"7 Seater",8,,,,190,Nissan-Pathfinder-2024-3.5L-SV-2WD,Nissan-Pathfinder-2024-3.5L-SV-2WD,Publish,"0000-00-00 00:00:00"
1336,"2.5 SL",Altima,2-5-sl,KSA,"1,43,087",1336,264,2.5,4,"Front Wheel Drive",61.3,6.3,Petrol,188,244,CVT,"5 Seater",8,,,,220,Nissan-Altima-2024-2.5-SL,Nissan-Altima-2024-2.5-SL,Publish,"0000-00-00 00:00:00"
1337,"15-Seater Manual (4-Door)",Urvan,15-seater-manual-4-door,KSA,DISCONTINUED,1337,264,2.5,4,"Rear Wheel Drive",65,,Petrol,147,213,Manual,"15 Seater",17.5,,,,,Nissan-Urvan-2024-15-Seater-Manual-4-Door,Nissan-Urvan-2024-15-Seater-Manual-4-Door,Publish,"0000-00-00 00:00:00"
1338,"3.5L S",Maxima,3-5l-s,KSA,"1,40,929",1338,264,3.5,6,"Front Wheel Drive",68,10.4,Petrol,300,355,Automatic,"5 Seater",6.4,,,,211,Nissan-Maxima-2024-3.5L-S,Nissan-Maxima-2024-3.5L-S,Publish,"0000-00-00 00:00:00"
1339,"3.5L SV",Maxima,3-5l-sv,KSA,"1,59,003",1339,264,3.5,6,"Front Wheel Drive",68,10.4,Petrol,300,355,Automatic,"5 Seater",6.4,,,,211,Nissan-Maxima-2024-3.5L-SV,Nissan-Maxima-2024-3.5L-SV,Publish,"0000-00-00 00:00:00"
1340,"2.5L SE (4WD)",Xterra,2-5l-se-4wd,KSA,TBD,1340,264,2.5,4,"All Wheel Drive",78,,Petrol,165,241,Automatic,"7 Seater",,,,,,Nissan-Xterra-2024-2.5L-SE-4WD,Nissan-Xterra-2024-2.5L-SE-4WD,Publish,"0000-00-00 00:00:00"
1341,"2.5L Titanium (4WD)",Xterra,2-5l-titanium-4wd,KSA,TBD,1341,264,2.5,4,"All Wheel Drive",78,,Petrol,165,241,Automatic,"7 Seater",,,,,,Nissan-Xterra-2024-2.5L-Titanium-4WD,Nissan-Xterra-2024-2.5L-Titanium-4WD,Publish,"0000-00-00 00:00:00"
1342,"2.5L Platinum (4WD)",Xterra,2-5l-platinum-4wd,KSA,"1,67,399",1342,264,2.5,4,"All Wheel Drive",78,,Petrol,165,241,Automatic,"7 Seater",,,,,,Nissan-Xterra-2024-2.5L-Platinum-4WD,Nissan-Xterra-2024-2.5L-Platinum-4WD,Publish,"0000-00-00 00:00:00"
1343,"3.5L SR2",Maxima,3-5l-sr2,KSA,"1,84,761",1343,264,3.5,6,"Front Wheel Drive",68,10.4,Petrol,300,355,Automatic,"5 Seater",6.4,,,,211,Nissan-Maxima-2024-3.5L-SR2,Nissan-Maxima-2024-3.5L-SR2,Publish,"0000-00-00 00:00:00"
1344,"3.5L SV 4WD",Pathfinder,3-5l-sv-4wd,KSA,"2,06,716",1344,264,3.5,6,"All Wheel Drive",74,10.6,Petrol,271,340,Automatic,"7 Seater",8,,,,190,Nissan-Pathfinder-2024-3.5L-SV-4WD,Nissan-Pathfinder-2024-3.5L-SV-4WD,Publish,"0000-00-00 00:00:00"
1345,"3.5L SL 4WD (7 Seater)",Pathfinder,3-5l-sl-4wd-7-seater,KSA,"2,26,283",1345,264,3.5,6,"All Wheel Drive",74,10.6,Petrol,271,340,Automatic,"7 Seater",8,,,,190,Nissan-Pathfinder-2024-3.5L-SL-4WD-7-Seater,Nissan-Pathfinder-2024-3.5L-SL-4WD-7-Seater,Publish,"0000-00-00 00:00:00"
1346,"Safari M/T","Patrol Safari",safari-m-t,KSA,TBD,1346,264,4.8,6,"All Wheel Drive",135,16.7,Petrol,280,451,Manual,"7 Seater",9.9,,,,190,Nissan-Patrol-Safari-2024-Safari-M-T,Nissan-Patrol-Safari-2024-Safari-M-T,Publish,"0000-00-00 00:00:00"
1347,"Super Safari M/T","Patrol Safari",super-safari-m-t,KSA,TBD,1347,264,4.8,6,"All Wheel Drive",135,16.7,Petrol,280,451,Manual,"7 Seater",9.9,,,,190,Nissan-Patrol-Safari-2024-Super-Safari-M-T,Nissan-Patrol-Safari-2024-Super-Safari-M-T,Publish,"0000-00-00 00:00:00"
1348,"Safari A/T","Patrol Safari",safari-a-t,KSA,TBD,1348,264,4.8,6,"All Wheel Drive",135,17.2,Petrol,280,451,Automatic,"7 Seater",10.8,,,,190,Nissan-Patrol-Safari-2024-Safari-A-T,Nissan-Patrol-Safari-2024-Safari-A-T,Publish,"0000-00-00 00:00:00"
1349,"4.0L XE",Patrol,4-0l-xe,KSA,"2,12,076",1349,264,4,6,"All Wheel Drive",140,11.8,Petrol,275,395,Automatic,"8 Seater",11.5,,,,200,Nissan-Patrol-2024-4.0L-XE,Nissan-Patrol-2024-4.0L-XE,Publish,"0000-00-00 00:00:00"
1350,"4.0L SE Titanium",Patrol,4-0l-se-titanium,KSA,"2,70,550",1350,264,4,N/A,"All Wheel Drive",140,,Petrol,275,395,Automatic,"8 Seater",11.5,,,,200,Nissan-Patrol-2024-4.0L-SE-Titanium,Nissan-Patrol-2024-4.0L-SE-Titanium,Publish,"0000-00-00 00:00:00"
1351,"4.0L SE T2",Patrol,4-0l-se-t2,KSA,"2,44,442",1351,264,4,6,"All Wheel Drive",140,11.8,Petrol,275,395,Automatic,"8 Seater",11.5,,,,200,Nissan-Patrol-2024-4.0L-SE-T2,Nissan-Patrol-2024-4.0L-SE-T2,Publish,"0000-00-00 00:00:00"
1352,"5.6L LE Titanium",Patrol,5-6l-le-titanium,KSA,"3,23,122",1352,264,5.6,8,"All Wheel Drive",140,16.7,Petrol,400,560,Automatic,"8 Seater",7.3,,,,200,Nissan-Patrol-2024-5.6L-LE-Titanium,Nissan-Patrol-2024-5.6L-LE-Titanium,Publish,"0000-00-00 00:00:00"
1353,Nismo,Patrol,nismo,KSA,"4,13,762",1353,264,3.8,6,"All Wheel Drive",72,11.8,Petrol,600,652,Automatic,"4 Seater",2.8,,,,350,Nissan-Patrol-2024-Nismo,Nissan-Patrol-2024-Nismo,Publish,"0000-00-00 00:00:00"
1354,"Black Edition",GT-R,black-edition,KSA,TBD,1354,264,3.8,6,"All Wheel Drive",72,11.8,Petrol,565,637,Automatic,"4 Seater",2.8,,,,315,Nissan-GT-R-2024-Black-Edition,Nissan-GT-R-2024-Black-Edition,Publish,"0000-00-00 00:00:00"
1355,Premium,GT-R,premium,KSA,TBD,1355,264,3.8,6,"All Wheel Drive",72,11.8,Petrol,565,637,Automatic,"4 Seater",2.8,,,,315,Nissan-GT-R-2024-Premium,Nissan-GT-R-2024-Premium,Publish,"0000-00-00 00:00:00"
1356,"50th Anniversary",GT-R,50th-anniversary,KSA,TBD,1356,264,3.8,6,"All Wheel Drive",72,11.8,Petrol,565,637,Automatic,"4 Seater",2.8,,,,315,Nissan-GT-R-2024-50th-Anniversary,Nissan-GT-R-2024-50th-Anniversary,Publish,"0000-00-00 00:00:00"
1357,"1.2T Allure Turbo (155HP)",2008,1-2t-allure-turbo-155hp,KSA,"1,13,850",1357,254,1.2,3,"Front Wheel Drive",44,5.6,Petrol,155,240,Automatic,"5 Seater",,,,,,Peugeot-2008-2024-1.2T-Allure-Turbo-155HP,Peugeot-2008-2024-1.2T-Allure-Turbo-155HP,Publish,"0000-00-00 00:00:00"
1358,"1.2T (130HP) Allure+",2008,1-2t-130hp-allure,KSA,"1,04,650",1358,254,1.2,3,"Front Wheel Drive",44,4.3,Petrol,130,230,Automatic,"5 Seater",9.1,,,,200,Peugeot-2008-2024-1.2T-130HP-Allure+,Peugeot-2008-2024-1.2T-130HP-Allure+,Publish,"0000-00-00 00:00:00"
1359,"1.2T GT (155HP)",2008,1-2t-gt-155hp,KSA,"1,23,050",1359,254,1.2,3,"Front Wheel Drive",44,5.6,Petrol,155,240,Automatic,"5 Seater",8.2,,,,208,Peugeot-2008-2024-1.2T-GT-155HP,Peugeot-2008-2024-1.2T-GT-155HP,Publish,"0000-00-00 00:00:00"
1360,"1.2T (155HP) Active",2008,1-2t-155hp-active,KSA,"94,300",1360,254,1.2,3,"Front Wheel Drive",44,5,Petrol,155,230,Automatic,"5 Seater",8.2,,,,208,Peugeot-2008-2024-1.2T-155HP-Active,Peugeot-2008-2024-1.2T-155HP-Active,Publish,"0000-00-00 00:00:00"
1361,"Van L3 A/T",Expert,van-l3-a-t,KSA,DISCONTINUED,1361,254,2,4,N/A,70,5.5,Diesel,120,340,Automatic,"N A",13.3,,,,170,Peugeot-Expert-2024-Van-L3-A-T,Peugeot-Expert-2024-Van-L3-A-T,Publish,"0000-00-00 00:00:00"
1362,"Van L3 M/T",Expert,van-l3-m-t,KSA,DISCONTINUED,1362,254,2,4,N/A,70,5.5,Diesel,120,340,Manual,"N A",13.3,,,,170,Peugeot-Expert-2024-Van-L3-M-T,Peugeot-Expert-2024-Van-L3-M-T,Publish,"0000-00-00 00:00:00"
1363,"L3 VIP",Traveller,l3-vip,KSA,DISCONTINUED,1363,254,2,4,N/A,69,7.5,Diesel,180,400,Automatic,"8 Seater",8.8,,,,,Peugeot-Traveller-2024-L3-VIP,Peugeot-Traveller-2024-L3-VIP,Publish,"0000-00-00 00:00:00"
1364,"1.6T GT Line",508,1-6t-gt-line,KSA,"1,70,200",1364,254,1.6,4,"Front Wheel Drive",56,6.5,Petrol,165,240,Automatic,"7 Seater",8.3,,,,219,Peugeot-508-2024-1.6T-GT-Line,Peugeot-508-2024-1.6T-GT-Line,Publish,"0000-00-00 00:00:00"
1365,"1.6T Allure+",508,1-6t-allure,KSA,"1,51,800",1365,254,1.6,4,"Front Wheel Drive",53,6,Petrol,165,240,Automatic,"5 Seater",9,,,,205,Peugeot-508-2024-1.6T-Allure+,Peugeot-508-2024-1.6T-Allure+,Publish,"0000-00-00 00:00:00"
1366,"2.4T DC 4x2 (M/T)",Landtrek,2-4t-dc-4x2-m-t,KSA,"89,700",1366,254,2.4,4,"Rear Wheel Drive",80,9.8,Petrol,210,320,Manual,"5 Seater",12.2,,,,182,Peugeot-Landtrek-2024-2.4T-DC-4x2-M-T,Peugeot-Landtrek-2024-2.4T-DC-4x2-M-T,Publish,"0000-00-00 00:00:00"
1367,"2.4T DC 4x4 (M/T)",Landtrek,2-4t-dc-4x4-m-t,KSA,"1,01,200",1367,254,2.4,4,"All Wheel Drive",80,10,Petrol,210,320,Manual,"5 Seater",13,,,,176,Peugeot-Landtrek-2024-2.4T-DC-4x4-M-T,Peugeot-Landtrek-2024-2.4T-DC-4x4-M-T,Publish,"0000-00-00 00:00:00"
1368,"2.4T DC 4x2 (A/T)",Landtrek,2-4t-dc-4x2-a-t,KSA,"1,09,250",1368,254,2.4,4,"Rear Wheel Drive",80,9.8,Petrol,210,320,Automatic,"5 Seater",12.2,,,,182,Peugeot-Landtrek-2024-2.4T-DC-4x2-A-T,Peugeot-Landtrek-2024-2.4T-DC-4x2-A-T,Publish,"0000-00-00 00:00:00"
1369,"2.4T DC 4x4 (A/T)",Landtrek,2-4t-dc-4x4-a-t,KSA,"1,29,950",1369,254,2.4,4,"All Wheel Drive",80,11,Petrol,210,320,Automatic,"5 Seater",11.2,,,,177,Peugeot-Landtrek-2024-2.4T-DC-4x4-A-T,Peugeot-Landtrek-2024-2.4T-DC-4x4-A-T,Publish,"0000-00-00 00:00:00"
1370,"1.9T DC 4x2 DSL (M/T)",Landtrek,1-9t-dc-4x2-dsl-m-t,KSA,"97,750",1370,254,1.9,4,"Rear Wheel Drive",80,7,Diesel,150,350,Manual,"5 Seater",12.2,,,,182,Peugeot-Landtrek-2024-1.9T-DC-4x2-DSL-M-T,Peugeot-Landtrek-2024-1.9T-DC-4x2-DSL-M-T,Publish,"0000-00-00 00:00:00"
1371,"1.9T DC 4x4 DSL (M/T)",Landtrek,1-9t-dc-4x4-dsl-m-t,KSA,"1,05,800",1371,254,1.9,4,"All Wheel Drive",80,7,Diesel,150,350,Manual,"5 Seater",13,,,,176,Peugeot-Landtrek-2024-1.9T-DC-4x4-DSL-M-T,Peugeot-Landtrek-2024-1.9T-DC-4x4-DSL-M-T,Publish,"0000-00-00 00:00:00"
1372,"1.6L Allure",301,1-6l-allure,KSA,TBD,1372,254,1.6,4,"Front Wheel Drive",50,6.6,Petrol,115,150,Automatic,"5 Seater",12.1,,,,180,Peugeot-301-2024-1.6L-Allure,Peugeot-301-2024-1.6L-Allure,Publish,"0000-00-00 00:00:00"
1373,"1.2T GT",208,1-2t-gt,KSA,"1,01,350",1373,254,1.2,3,"Front Wheel Drive",50,5.8,Petrol,130,230,Automatic,"5 Seater",8.7,,,,208,Peugeot-208-2024-1.2T-GT,Peugeot-208-2024-1.2T-GT,Publish,"0000-00-00 00:00:00"
1374,"1.2T Active Plus",208,1-2t-active-plus,KSA,"86,400",1374,254,1.2,3,"Front Wheel Drive",50,5.8,Petrol,130,230,Automatic,"5 Seater",8.7,,,,208,Peugeot-208-2024-1.2T-Active-Plus,Peugeot-208-2024-1.2T-Active-Plus,Publish,"0000-00-00 00:00:00"
1375,"1.6L GT Line",308,1-6l-gt-line,KSA,TBD,1375,254,1.6,4,"Front Wheel Drive",60,6.5,Petrol,163,240,Automatic,"5 Seater",9,,,,188,Peugeot-308-2024-1.6L-GT-Line,Peugeot-308-2024-1.6L-GT-Line,Publish,"0000-00-00 00:00:00"
1376,"1.6T Active+",3008,1-6t-active,KSA,"1,21,900",1376,254,1.6,4,"Front Wheel Drive",53,6.5,Petrol,181,250,Automatic,"5 Seater",8,,,,222,Peugeot-3008-2024-1.6T-Active+,Peugeot-3008-2024-1.6T-Active+,Publish,"0000-00-00 00:00:00"
1377,"1.6T Allure+",3008,1-6t-allure,KSA,"1,43,750",1377,254,1.6,4,"Front Wheel Drive",62,7.3,Petrol,165,240,Automatic,"5 Seater",9.2,,,,220,Peugeot-3008-2024-1.6T-Allure+,Peugeot-3008-2024-1.6T-Allure+,Publish,"0000-00-00 00:00:00"
1378,"2.2L Diesel (L4H3)",Boxer,2-2l-diesel-l4h3,KSA,TBD,1378,254,2.2,4,"Front Wheel Drive",90,7.5,Diesel,130,320,Manual,"2 Seater",14,,,,150,Peugeot-Boxer-2024-2.2L-Diesel-L4H3,Peugeot-Boxer-2024-2.2L-Diesel-L4H3,Publish,"0000-00-00 00:00:00"
1379,"1.6T GT",408,1-6t-gt,KSA,"1,60,425",1379,254,1.6,4,"Front Wheel Drive",53,6.5,Petrol,181,250,Automatic,"5 Seater",8,,,,222,Peugeot-408-2024-1.6T-GT,Peugeot-408-2024-1.6T-GT,Publish,"0000-00-00 00:00:00"
1380,"1.6T Allure",408,1-6t-allure,KSA,"1,36,850",1380,254,1.6,4,"Front Wheel Drive",60,9.2,Petrol,215,300,Automatic,"5 Seater",,,,,195,Peugeot-408-2024-1.6T-Allure,Peugeot-408-2024-1.6T-Allure,Publish,"0000-00-00 00:00:00"
1381,"1.6T Allure",5008,1-6t-allure,KSA,"1,47,350",1381,254,1.6,4,"Front Wheel Drive",53,6.1,Petrol,165,240,Automatic,"7 Seater",9.2,,,,206,Peugeot-5008-2024-1.6T-Allure,Peugeot-5008-2024-1.6T-Allure,Publish,"0000-00-00 00:00:00"
1382,"1.6T GT",3008,1-6t-gt,KSA,"1,57,550",1382,254,1.6,4,"Front Wheel Drive",60,9.2,Petrol,215,300,Automatic,"5 Seater",,,,,195,Peugeot-3008-2024-1.6T-GT,Peugeot-3008-2024-1.6T-GT,Publish,"0000-00-00 00:00:00"
1383,"1.6T GT Line",5008,1-6t-gt-line,KSA,"1,61,150",1383,254,1.6,4,"Front Wheel Drive",62,7.3,Petrol,165,240,Automatic,"5 Seater",9.2,,,,220,Peugeot-5008-2024-1.6T-GT-Line,Peugeot-5008-2024-1.6T-GT-Line,Publish,"0000-00-00 00:00:00"
1384,"Standard Range Single Motor",2,standard-range-single-motor,KSA,TBD,1384,317,0,"N/A, Electric","All Wheel Drive",,,Electric,231,330,,"5 Seater",7,69,444,Single,160,Polestar-45323-Standard-Range-Single-Motor,Polestar-45323-Standard-Range-Single-Motor,Publish,"0000-00-00 00:00:00"
1385,"Long Range Single Motor",2,long-range-single-motor,KSA,TBD,1385,317,0,"N/A, Electric","All Wheel Drive",,,Electric,231,330,,"5 Seater",7,78,542,Single,160,Polestar-45323-Long-Range-Single-Motor,Polestar-45323-Long-Range-Single-Motor,Publish,"0000-00-00 00:00:00"
1386,"Long Range Dual Motor",2,long-range-dual-motor,KSA,TBD,1386,317,0,"N/A, Electric","All Wheel Drive",,,Electric,408,660,,"5 Seater",4.5,78,482,Double,205,Polestar-45323-Long-Range-Dual-Motor,Polestar-45323-Long-Range-Dual-Motor,Publish,"0000-00-00 00:00:00"
1387,"Long Range Dual Motor - PRFM",2,long-range-dual-motor---prfm,KSA,TBD,1387,317,0,"N/A, Electric","All Wheel Drive",,,Electric,408,660,,"5 Seater",4.5,78,482,Double,205,Polestar-45323-Long-Range-Dual-Motor---PRFM,Polestar-45323-Long-Range-Dual-Motor---PRFM,Publish,"0000-00-00 00:00:00"
1388,Turbo,Taycan,turbo,KSA,"8,51,600",1388,283,4,8,"All Wheel Drive",90,9.5,Petrol,550,770,Automatic,"5 Seater",3.8,,,,304,Porsche-Taycan-2024-Turbo,Porsche-Taycan-2024-Turbo,Publish,"0000-00-00 00:00:00"
1389,"Turbo S",Taycan,turbo-s,KSA,"10,09,200",1389,283,4,8,"All Wheel Drive",90,10.8,Petrol,630,820,Automatic,"4 Seater",3.1,,,,315,Porsche-Taycan-2024-Turbo-S,Porsche-Taycan-2024-Turbo-S,Publish,"0000-00-00 00:00:00"
1390,4S,Taycan,4s,KSA,TBD,1390,283,2.9,6,"All Wheel Drive",75,8.3,Petrol,440,550,Automatic,"5 Seater",4.4,,,,286,Porsche-Taycan-2024-4S,Porsche-Taycan-2024-4S,Publish,"0000-00-00 00:00:00"
1391,Base,Taycan,base,KSA,"4,18,300",1391,283,2,4,"All Wheel Drive",65,8.9,Petrol,252,370,Automatic,"5 Seater",6.7,,,,227,Porsche-Taycan-2024-Base,Porsche-Taycan-2024-Base,Publish,"0000-00-00 00:00:00"
1392,GTS,Taycan,gts,KSA,"4,60,000",1392,283,2.9,6,"All Wheel Drive",65,9.6,Petrol,380,520,Automatic,"5 Seater",4.9,,,,261,Porsche-Taycan-2024-GTS,Porsche-Taycan-2024-GTS,Publish,"0000-00-00 00:00:00"
1393,"Carrera GTS",911,carrera-gts,KSA,"6,85,900",1393,283,3,6,"Rear Wheel Drive",64,8.3,Petrol,450,550,Automatic,"2 Seater",3.7,,,,310,Porsche-911-2024-Carrera-GTS,Porsche-911-2024-Carrera-GTS,Publish,"0000-00-00 00:00:00"
1394,"Carrera GTS Cabriolet",911,carrera-gts-cabriolet,KSA,"7,43,400",1394,283,3,6,"Rear Wheel Drive",64,8.4,Petrol,450,550,Automatic,"2 Seater",3.8,,,,308,Porsche-911-2024-Carrera-GTS-Cabriolet,Porsche-911-2024-Carrera-GTS-Cabriolet,Publish,"0000-00-00 00:00:00"
1395,"Targa 4 GTS",911,targa-4-gts,KSA,"7,78,000",1395,283,3,6,"All Wheel Drive",64,,Petrol,450,550,Automatic,"2 Seater",3.7,,,,306,Porsche-911-2024-Targa-4-GTS,Porsche-911-2024-Targa-4-GTS,Publish,"0000-00-00 00:00:00"
1396,"Carrera 4 GTS",911,carrera-4-gts,KSA,"7,20,500",1396,283,3,6,"All Wheel Drive",64,,Petrol,450,550,Automatic,"2 Seater",3.7,,,,310,Porsche-911-2024-Carrera-4-GTS,Porsche-911-2024-Carrera-4-GTS,Publish,"0000-00-00 00:00:00"
1397,"Carrera 4 GTS Cabrio",911,carrera-4-gts-cabrio,KSA,"7,78,000",1397,283,3,6,"All Wheel Drive",64,,Petrol,450,550,Automatic,"2 Seater",3.8,,,,308,Porsche-911-2024-Carrera-4-GTS-Cabrio,Porsche-911-2024-Carrera-4-GTS-Cabrio,Publish,"0000-00-00 00:00:00"
1398,"50 Years Porsche Design",911,50-years-porsche-design,KSA,"8,71,900",1398,283,3,6,"All Wheel Drive",64,,Petrol,470,570,Automatic,"2 Seater",3.5,,,,306,Porsche-911-2024-50-Years-Porsche-Design,Porsche-911-2024-50-Years-Porsche-Design,Publish,"0000-00-00 00:00:00"
1399,Base,Macan,base,KSA,"4,26,200",1399,283,3,6,"All Wheel Drive",75,9.2,Petrol,340,450,Automatic,"5 Seater",6.2,,,,245,Porsche-Macan-2024-Base,Porsche-Macan-2024-Base,Publish,"0000-00-00 00:00:00"
1400,S,Macan,s,KSA,"4,99,500",1400,283,2.9,6,"All Wheel Drive",75,9.4,Petrol,440,550,Automatic,"5 Seater",5.2,,,,265,Porsche-Macan-2024-S,Porsche-Macan-2024-S,Publish,"0000-00-00 00:00:00"
1401,GTS,Macan,gts,KSA,"4,72,000",1401,283,4,8,"All Wheel Drive",90,9.5,Petrol,460,620,Automatic,"5 Seater",4.1,,,,289,Porsche-Macan-2024-GTS,Porsche-Macan-2024-GTS,Publish,"0000-00-00 00:00:00"
1402,T,Macan,t,KSA,"3,38,149",1402,283,2,4,"All Wheel Drive",65,8.8,Petrol,265,400,Automatic,"5 Seater",6.2,,,,232,Porsche-Macan-2024-T,Porsche-Macan-2024-T,Publish,"0000-00-00 00:00:00"
1403,4S,"Panamera Sport Turismo",4s,KSA,"6,30,612",1403,283,0,"N/A, Electric","All Wheel Drive",,,Electric,571,640,,"4 Seater",3.2,95,450,Double,260,Porsche-Panamera-Sport-Turismo-2024-4S,Porsche-Panamera-Sport-Turismo-2024-4S,Publish,"0000-00-00 00:00:00"
1404,Turbo,"Panamera Sport Turismo",turbo,KSA,"5,54,300",1404,283,0,"N/A, Electric","All Wheel Drive",,,Electric,680,850,,"4 Seater",3.2,93.4,450,Double,260,Porsche-Panamera-Sport-Turismo-2024-Turbo,Porsche-Panamera-Sport-Turismo-2024-Turbo,Publish,"0000-00-00 00:00:00"
